url,identifier,title,description,image,currency,cost,created,ended,impressions,language,exclude,interest,placement,residence,match,location,politics,multicultural affinity,industry,employer,clicks,facebook url,tag
https://mith.umd.edu/irads/api/items/6986,2751,Community of people who support our brav…,Community of people who support our brave Police Officers. Back The Badge,https://mith.umd.edu/irads/files/original/2a9848a3dcd24022ae2a6de096b807a3.png,RUB,110587.67,2016-10-19T04:54:17-07:00,,1334544,English (UK)|English (US),,State police|Law enforcement in the United States|Police|Sheriffs in the United States|Law enforcement|Police officer,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,73063,https://www.facebook.com/Copsareheroes/,Back the Badge|badge|blue|crime|illustration|Joy|photograph|red
https://mith.umd.edu/irads/api/items/8844,2647,Brown Power is a platform designed to ed…,"Brown Power is a platform designed to educate, entertain and connect
Chicanos in the US.",https://mith.umd.edu/irads/files/original/de16d6d2093c827eb95234618babaeb9.png,RUB,59571.41,2016-12-09T00:51:10-08:00,,968768,Spanish|English (UK)|English (US)|Spanish (Spain),Exclude people who like Brown Power,Mexico|Latin hip hop|Chicano Movement|Hispanidad|Lowrider|Chicano rap,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,56405,https://www.facebook.com/brownunitedfront/,Brown Power|class|green|illustration|Joy|nation|race|racial identities|racial tensions|red|white
https://mith.umd.edu/irads/api/items/8782,3145,"Staying Woke,bui|ding-up our communities…","Staying Woke,bui|ding-up our communities,up|ifting our people. Join us! Woke
Blacks",https://mith.umd.edu/irads/files/original/bc8869ed23cf9aa2ccdfd1e6602dc17d.png,RUB,58193.59,2016-12-01T07:46:44-08:00,,752179,English (US),Exclude people who like Woke Blacks,Martin Luther King|African-American Civil Rights Movement (1954—68)|African-American history|Malcolm X,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,33444,https://www.facebook.com/Woke-B|acks-294234600956431/,black|blue|common folks|Joy|orange|photograph|race|racial identities|woke|Woke Blacks|world of possibilities
https://mith.umd.edu/irads/api/items/7223,1141,Say it loud: I'm black and I'm proud!,Say it loud: I'm black and I'm proud!,https://mith.umd.edu/irads/files/original/812f8088fa8267a73ba832489ba0f593.png,RUB,120950.66,2015-12-10T01:35:01-08:00,,530762,English (UK)|English (US),Exclude people who like Blacktivist,Human rights|Malcolm X,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,31413,https://www.facebook.com/blacktivists/,Anger|barriers|black|Blacktivist|illustration|race|racial tensions|red
https://mith.umd.edu/irads/api/items/6869,450,United We Stand! Welcome every patriot w…,United We Stand! Welcome every patriot we can reach. Flag and news!,https://mith.umd.edu/irads/files/original/aeebbe03fecc6b6d12a8d7740aebbe71.png,RUB,331675.75,2015-06-23T00:41:02-07:00,,529205,English (UK)|English (US),Exclude people who like Being Patriotic,Independence|Patriotism,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,72043,https://www.facebook.com/patriototus/,bald eagle|Being Patriotic|blue|Joy|nation|non-partisan|patriotism|red|U.S. Flag|white
https://mith.umd.edu/irads/api/items/7000,2774,"Heritage, not hate. The South will rise …","Heritage, not hate. The South will rise again! South United",https://mith.umd.edu/irads/files/original/0866c3b189f1967fa83049506a284730.png,RUB,78357.33,2016-10-14T05:54:10-07:00,,511224,English (UK)|English (US),Exclude people who like South United,Confederate Flag|Confederate States Army|American Civil War|Southern Pride,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,40134,https://www.facebook.com/South-United-1777037362551238/,blue|Confederacy|Confederate flag|empowerment|illustration|Joy|justice|nation|patriotism|red|South United|text|white
https://mith.umd.edu/irads/api/items/7970,1033,This video may bring tears to your eyes.…,"This video may bring tears to your eyes. Make it go viral. We need this unity
in our communities.",https://mith.umd.edu/irads/files/original/2d2cf9d852ce4c22f2389f79986e88cf.png,RUB,1500,2017-02-14T06:35:27-08:00,2017-02-17T06:35:27-08:00,501552,English (UK)|English (US),,Black nationalism|Pan-Africanism|Police misconduct|African-American culture|African-American Civil Rights Movement (1954—68)|African-American history|Black Consciousness Movement|Martin Luther King I”|Stop Police Brutality|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,49197,https://www.facebook.com/Blacktivist-128371547505950/,Blacktivist|non-partisan|redacted
https://mith.umd.edu/irads/api/items/8444,955,This hairdresser from Atlanta is amazing…,"This hairdresser from Atlanta is amazing. She can install Iocs at supersonic
speeds. This hairdresser from Atlanta is amazing. She can install Iocs...",https://mith.umd.edu/irads/files/original/31fd287aa4b63286b6f118676acf7954.png,RUB,523,2017-04-03T08:21:28-07:00,2017-04-05T08:21:28-07:00,489186,English (UK)|English (US),,Black nationalism|Pan-Africanism|Police misconduct|African-American culture|African-American Civil Rights Movement (1954—68)|African-American history|Black Consciousness Movement|Martin Luther King III|Stop Police Brutality|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,26179,https://www.facebook.com/blacktivists/,black|Blacktivist|common folks|red|redacted|Surprise|video|white|wut
https://mith.umd.edu/irads/api/items/7284,1941,Join Us! Support The Police!,Join Us! Support The Police!,https://mith.umd.edu/irads/files/original/72b89e1cb7aab1e443506c2110772cc1.png,RUB,26598.49,2016-04-13T09:15:28-07:00,,418904,,,Police|Police officer|Safety,Instagram Feed,,,,,,,,9211,https://www.facebook.com/Libelibe—1484239251885741/,black|commercial|Joy|non-partisan|pray4police|redacted|white
https://mith.umd.edu/irads/api/items/7387,807,We are proud to be black and stand for o…,"We are proud to be black and stand for our community! Join to end the racism
in the US.",https://mith.umd.edu/irads/files/original/2fb1212622c9939977bc2c24b55429b2.png,RUB,55609.63,2016-04-13T04:43:03-07:00,,371295,English (UK)|English (US),Exclude people who like Williams&Ka|vin,Black (Color)|Racism in the United States,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,16442,https://www.facebook.com/WilliamsandKalvin,Anger|black|civil rights|common folks|Facebook|Joy|non-partisan|photograph|police brutality|protester|race|racial identities|racial tensions|red|text|white|Williams&Kalvin
https://mith.umd.edu/irads/api/items/7802,2885,Together we are a shining beacon of fait…,"Together we are a shining beacon of faithfulness! Join us and light your way
to Jesus! Army Of Jesus",https://mith.umd.edu/irads/files/original/ae6d4c68c49ebc16957b843ab1c3bb96.png,RUB,89081.11,2017-02-20T05:37:42-08:00,,368065,,,jesus love u|I Am a Child of God|Jesus Daily|Knowing Jesus| Have Decided to Follow Jesus,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,28137,https://www.facebook.com/Army-of-Jesus-1195795607160174/,Army of Jesus|blue|darkness and light|illustration|Joy|religion|religious figure|sacred|white|yellow
https://mith.umd.edu/irads/api/items/9029,59,Black Matters. Black community.,Black Matters. Black community.,https://mith.umd.edu/irads/files/original/7cb293432b4e66e782eb55bc449f450b.png,RUB,58408.48,2015-11-05T23:17:06-08:00,,359345,English (UK)|English (US),Exclude people who like Black Matters,BlackNews.com|HuffPost Black Voices,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,24838,https://www.facebook.com/blackmattersus/,blacklivesmatter|civil rights|class|equality|police brutality|race|racial tensions|Terrorism|the people
https://mith.umd.edu/irads/api/items/7100,2815,"Staying Woke,bui|ding-up our Black commu…","Staying Woke,bui|ding-up our Black communities,up|ifting Black people. Join
us!",https://mith.umd.edu/irads/files/original/2a00fec685778dc73bc1dd83e3c3fa01.png,RUB,23263.09,2016-10-18T04:53:49-07:00,,307235,English (US),Exclude people who like Woke Blacks,Martin Luther King|African-American Civil Rights Movement (1954—68)|African-American history|Malcolm X,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,17214,https://www.facebook.com/Woke-B|acks-294234600956431/,blue|common folks|Joy|non-partisan|photograph|racial identities|red|white|woke|Woke Blacks
https://mith.umd.edu/irads/api/items/7087,2965,The community of 2nd Amendment supporter…,"The community of 2nd Amendment supporters, guns lovers & patriots Defend
The 2nd",https://mith.umd.edu/irads/files/original/c05ff2b2c0316d293335d6f32c189138.png,RUB,48305.55,2016-10-21T07:51:03-07:00,,301608,English (UK)|English (US),Exclude people who like Defend the 2nd,Right to keep and bear arms|The Second Amendment|National Rifle Association|Second Amendment Sisters|Gun Owners of America|Second Amendment to the United States Constitution|Concealed carry in the United States|Gun Rights|National Association for Gun Rights|Guns & Ammo or Gun Rights Across America|Employers: Gun Owners of America,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,24955,https://www.facebook.com/Defend-the-2nd-692068924291672/,2nd Amendment|black|Defend the 2nd|gun|guns|illustration|Joy|patriotism|photograph|white
https://mith.umd.edu/irads/api/items/8669,2770,"Join us if you know it's just a car, NOT…","Join us if you know it's just a car, NOT A SYMBOL OF HATE South United",https://mith.umd.edu/irads/files/original/4fafb5d3081200bfa6334719f846656f.png,RUB,65705.82,2017-03-09T06:14:52-08:00,,300815,English (UK)|English (US),Exclude people who like South United,Flags of the Confederate States of America|Hart of Dixie|Mud & Trucks|Dixie|Redneck Nation,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,16587,https://www.facebook.com/South-United-1777037362551238/,Anger|black|non-partisan|photograph|red|South United|white
https://mith.umd.edu/irads/api/items/7946,1040,When ballet dancers can mix modern dance…,"When ballet dancers can mix modern dance and ballet. When ballet dancers
can mix modern dance and ballet.",https://mith.umd.edu/irads/files/original/7c9b0ccabe09fe6c63fc46408d713ba1.png,RUB,300,2017-02-09T23:34:38-08:00,2017-02-10T23:34:38-08:00,295361,English (UK)|English (US),,Black nationalism|Pan—Africanism|Police misconduct|African-American culture|African-American Civil Rights Movement (1954—68)|African-American history|Black Consciousness Movement|Martin Luther King III|Stop Police Brutality|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,23054,https://www.facebook.com/Blacktivist-128371547505950/,Blacktivist|redacted
https://mith.umd.edu/irads/api/items/7204,1067,African American Civil Rights Movement!,African American Civil Rights Movement!,https://mith.umd.edu/irads/files/original/e6bd3a1eacde47752cc971e5714df6b2.png,RUB,40411.07,2015-12-10T01:34:22-08:00,,289781,English (UK)|English (US),Exclude people who like Blacktivist,Human rights|Malcolm X,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,13310,https://www.facebook.com/blacktivists/,black|civil rights|illustration|race|racial identities|red
https://mith.umd.edu/irads/api/items/6948,2888,Let's stand united to defend our faith a…,Let's stand united to defend our faith as an army of Jesus!,https://mith.umd.edu/irads/files/original/dbef25cdc19453a42e8f457cf3be04c6.png,RUB,35128.5,2016-10-17T02:17:19-07:00,,277317,,,Amenity|Jesus Daily,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,20426,https://www.facebook.com/Army-of-Jesus-1195795607160174/,Army of Jesus|blue|illustration|Love|nation|non-partisan|patriotism|red|religion|religious figure|sacred|U.S. Flag|white
https://mith.umd.edu/irads/api/items/8849,2967,"Protect the 2nd. Without it, you won't h…","Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd",https://mith.umd.edu/irads/files/original/983167a6060261cc2c521af00bc00532.png,RUB,35594.58,2016-12-16T05:35:14-08:00,,268604,English (UK)|English (US),Exclude people who like Defend the 2nd,2nd Amendment,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,Gun Owners of America,21197,https://www.facebook.com/savetheZa/,black|crime|Defend the 2nd|guns|illustration|Joy|nation|photograph|white
https://mith.umd.edu/irads/api/items/7864,1024,You won‘t stop laughing if you watch thi…,You won‘t stop laughing if you watch this video. #FatherDaughterTalk,https://mith.umd.edu/irads/files/original/06caa32c481ac934990ec0a0d882f18a.png,RUB,491.23,2017-02-22T06:15:48-08:00,2017-02-23T06:15:48-08:00,253726,English (UK)|English (US),,Black nationalism|Pan-Africanism|Police misconduct|African—American culture|African—American Civil Rights Movement (1954—68)|African-American history|Black Consciousness Movement|Martin Luther King III|Stop Police Brutality|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,23021,https://www.facebook.com/BIacktivist-128371547505950/,Blacktivist|Humor|race|racial identities|redacted
https://mith.umd.edu/irads/api/items/6502,2828,Unapologetically melaneted Kings and Que…,"Unapologetically melaneted Kings and Queens are powerful together. Join us!
Pan-Afican Roots MOVE",https://mith.umd.edu/irads/files/original/3640424d9eb70cffd4933ed91b144341.png,RUB,30507.66,2016-11-11T04:04:53-08:00,,234401,English (US),Exclude people who like Pan—African roots MOVE,Martin Luther King|Pan-Africanism|Kemetism|African-American culture|African-American Civil Rights Movement (1954—68)|African—American history|Malcolm X,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,10018,https://www.facebook.com/PanAfrootsmove/,black|empowerment|Joy|Pan-African roots MOVE|race|racial identities|text
https://mith.umd.edu/irads/api/items/8333,2559,Couldn't have said it better.,Couldn't have said it better.,https://mith.umd.edu/irads/files/original/3c44317cfc75e18643dd2a57b4a15f53.png,RUB,1700,2017-04-28T08:07:17-07:00,2017-05-05T09:26:49-07:00,233961,,,Hispanic and latino american culture|Mexico|Being Chicano|Mexican american culture|Hispanic culture|Latino culture|Latin hip hop|Chicano|Chicano Movement|Hispanidad|Mexican Pride|Lowrider|Chicano rap|La Raza,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,30775,https://www.facebook.com/brownunitedfront/,black|Brown Power|Joy|non-partisan|orange|photograph|race|racial identities|sacred|text|white
https://mith.umd.edu/irads/api/items/7650,1462,"We are not against police, we against po…","We are not against police, we against police brutality!",https://mith.umd.edu/irads/files/original/35adb3ff8e194e257a4624a676f58924.png,RUB,54729.47,2016-05-05T02:12:02-07:00,,226262,English (UK)|English (US),Exclude people who like Don't Shoot,Cop Block,News Feed on mobile devices,,,,,,,,9657,https://www.facebook.com/BIackJourney2Justice/,Anger|black|crime|Don't Shoot|guns|illustration|red|white
https://mith.umd.edu/irads/api/items/9318,2196,Our mission is to tell the bold truth ab…,Our mission is to tell the bold truth about racism. Join us! Black Lives Matter!,https://mith.umd.edu/irads/files/original/0525198a4e4a663c0abed0c58b726b2c.png,RUB,39774.78,2016-08-30T01:04:27-07:00,,223343,,Exclude people who like BM,Martin Luther King|African-American Civil Rights Movement (1954—68)|African-American history|Malcolm X,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,18796,https://www.facebook.com/blackmattersus.mvmnt/,blacklivesmatter|empowerment|justice|race|staystrong
https://mith.umd.edu/irads/api/items/6778,54,Join us because we care. Black Matters!,Join us because we care. Black Matters!,https://mith.umd.edu/irads/files/original/f0806629845aca9082b209684cde218b.png,RUB,53424.95,2015-07-13T07:20:58-07:00,,201428,English (UK)|English (US),Exclude people who like Black Matters,,News Feed on desktop computers|News Feed on mobile devices,,,"Atlanta (+20 km) Georgia|Maryland|Ferguson (+20 km), St. Louis (+20 km) Missouri|Virginia",,,,,12127,https://www.facebook.com/blackmattersus/,black|Black lives|blacklivesmatter|civil rights|crime|graduation|photograph|police brutality|race|racial tensions|red|Sadness|white
https://mith.umd.edu/irads/api/items/6467,1028,Watch this heart-piercing story about a …,"Watch this heart-piercing story about a racial bias that might cause law
enforcement officers to shoot innocent and unarmed black people.",https://mith.umd.edu/irads/files/original/f2c4a978f31cc6cd1a2da7f34b1e7f92.png,RUB,500,2016-11-03T08:12:06-07:00,2016-11-10T07:12:06-08:00,191238,English (UK)|English (US),,Pan-Africanism|African-American Civil Rights Movement (1954—68)|African-American history|Black (Color),News Feed on desktop computers|News Feed on mobile devices,,,,,,,,11360,https://www.facebook.com/Blacktivist-128371547505950/,Blacktivist|civil rights|common folks|darkness and light|Fear|green|Love|police brutality|purple|race|racial tensions|Sadness|video|white
https://mith.umd.edu/irads/api/items/9312,592,We speak for all fellow members of LGBT …,We speak for all fellow members of LGBT community across the nation.,https://mith.umd.edu/irads/files/original/41e7121cf401c4c01cd31557524823cb.png,RUB,36000,2016-08-04T04:20:05-07:00,,190076,English (UK)|English (US),,Gay pride|Homosexuality|LGBT culture|LGBT community|Same-sex marriage,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,7289,https://www.facebook.com/Igbtun/,Democrat|empowerment|equality|gender|LGBTQ|Liberal|Love|millennials|nation|rainbow|religion
https://mith.umd.edu/irads/api/items/8651,3107,"Staying Woke,bui|ding-up our communities…","Staying Woke,bui|ding-up our communities,up|ifting our people. Join us! Woke
Blacks",https://mith.umd.edu/irads/files/original/4c6e94721e53f2444a78002fe0fd47fc.png,RUB,19160.35,2017-03-21T08:28:10-07:00,,188630,English (US),Exclude people who like Woke Blacks,Martin Luther King|African-American Civil Rights Movement (1954—68)|African-American history|Malcolm X,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,9073,https://www.facebook.com/Woke-B|acks-294234600956431/,black|blue|common folks|Joy|photograph|race|racial identities|white|woke|Woke Blacks
https://mith.umd.edu/irads/api/items/7420,804,We are proud to be black and stand for o…,"We are proud to be black and stand for our community! Join to end the racism
in the US.",https://mith.umd.edu/irads/files/original/4d1c9973f6aac547a6dc764e326bb3e6.png,RUB,48378.85,2016-04-13T04:42:55-07:00,,185599,English (UK)|English (US),Exclude people who like Williams&Ka|vin,Black (Color)|Racism in the United States,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,10575,https://www.facebook.com/WilliamsandKalvin,black|Joy|photograph|race|racial identities|red|white
https://mith.umd.edu/irads/api/items/6682,745,Best state in US! Should I say more?,Best state in US! Should I say more?,https://mith.umd.edu/irads/files/original/f5a11777fc787a01f4d3958b76225203.png,RUB,118433.52,2015-09-22T07:42:46-07:00,,175705,English (UK)|English (US),Exclude people who like Heart of Texas,Independence|Patriotism,News Feed on desktop computers|News Feed on mobile devices,,,Texas,,,,,18083,https://www.facebook.com/timetosecede/,blue|Heart of Texas|illustration|Joy|red|Texas|white
https://mith.umd.edu/irads/api/items/6750,588,We speak for all fellow members of LGBT …,We speak for all fellow members of LGBT community across the nation.,https://mith.umd.edu/irads/files/original/ba7f1810bca9c2c787f8132499e2271b.png,RUB,93754.38,2015-07-14T00:01:38-07:00,,175460,English (UK)|English (US),Exclude people who like LGBT United,Gay pride|LGBT community|Homosexuality|LGBT culture|Same-sex marriage,News Feed on desktop computers|News Feed on mobile devices,,,,,,,,21449,https://www.facebook.com/lgbtun/,illustration|Joy|LGBT United|LGBTQ|Love|rainbow
https://mith.umd.edu/irads/api/items/7871,2763,"Heritage, not hate. The South will rise …","Heritage, not hate. The South will rise again!",https://mith.umd.edu/irads/files/original/d5ce276ab09180bae4c3d1daaaac1ba8.png,RUB,30464.55,2017-02-02T07:06:38-08:00,,171320,English (UK)|English (US),Exclude people who like South United,Flags of the Confederate States of America|Hart of Dixie|Dixie,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,10000,https://www.facebook.com/South-United-1777037362551238/,blue|Confederacy|Confederate flag|illustration|invader|nation|red|South United|white
https://mith.umd.edu/irads/api/items/7291,1909,Do you support Trump? Wanna #MakeAmerica…,"Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News ( @tea Teapartypat",https://mith.umd.edu/irads/files/original/8b1e85a8a7f102fa2f980f8582a6f68e.png,RUB,9970.58,2016-04-21T00:28:18-07:00,,165121,,,The Tea Party|Donald Trump|donaldj trump|Donald Trump for President|Ivanka Trump Fine Jewelry|Donald Trump Jr.,Instagram Feed,,,,,,,,78,https://www.instagram.com/tea_party_news/,_american.made|black|city on a hill|Joy|MAGA|nation|patriotism|redacted|Trump
https://mith.umd.edu/irads/api/items/9439,2891,Let's stand united to defend our faith a…,Let's stand united to defend our faith as an army of Jesus! Army Of Jesus,https://mith.umd.edu/irads/files/original/e5c3df48c50eb6a464396c6d2210e2c3.png,RUB,34792.58,2017-01-10T02:20:56-08:00,,163358,,,jesus love u| Have Decided to Follow Jesus,News Feed on desktop computers|News Feed on mobile devices|Right column on desktop computers,,,,,,,,15590,https://www.facebook.com/Army-of-Jesus-1195795607160174/,blue|patriotism|red|religion|religious figure|sacred|soldiers|the people|U.S. Flag|white
